Country,Resource,Stocks and flows,CLASSE,Year,Unit,PowerCode,Value
Australia,Silver,Extractions,AB,2000,Tonnes,Thousands,1.95
Canada,Silver,Total reductions in stock,A,2013,Tonnes,Thousands,0.62
Canada,Silver,Extractions,A,2013,Tonnes,Thousands,0.62
Canada,Silver,Total reductions in stock,A,2011,Tonnes,Thousands,0.582
Canada,Silver,Opening stock,A,2010,Tonnes,Thousands,6.254
Canada,Silver,Opening stock,A,2009,Tonnes,Thousands,5.665
Canada,Silver,Opening stock,A,2008,Tonnes,Thousands,6.588
Canada,Silver,Opening stock,A,2016,Tonnes,Thousands,5.345
Canada,Silver,Opening stock,A,2006,Tonnes,Thousands,6.684
Canada,Silver,Opening stock,A,2004,Tonnes,Thousands,9.245
Canada,Silver,Opening stock,A,2003,Tonnes,Thousands,11.23
Canada,Silver,Opening stock,A,2002,Tonnes,Thousands,12.593
Canada,Silver,Opening stock,A,2001,Tonnes,Thousands,13.919
Canada,Silver,Opening stock,A,2000,Tonnes,Thousands,15.368
United States,Silver,Opening stock,A,2000,Tonnes,Thousands,33.0
Canada,Silver,Extractions,A,2016,Tonnes,Thousands,0.385
Canada,Silver,Opening stock,A,2005,Tonnes,Thousands,6.568
Canada,Silver,Extractions,A,2000,Tonnes,Thousands,1.169
Canada,Silver,Opening stock,A,2011,Tonnes,Thousands,6.48
Canada,Silver,Opening stock,A,2014,Tonnes,Thousands,5.013
Canada,Silver,Extractions,A,2015,Tonnes,Thousands,0.371
Canada,Silver,Extractions,A,2014,Tonnes,Thousands,0.472
Australia,Silver,Closing stock,AB,2016,Tonnes,Thousands,89.4
Canada,Silver,Extractions,A,2001,Tonnes,Thousands,1.265
Canada,Silver,Extractions,A,2011,Tonnes,Thousands,0.582
Canada,Silver,Extractions,A,2010,Tonnes,Thousands,0.57
Canada,Silver,Extractions,A,2009,Tonnes,Thousands,0.608
Canada,Silver,Extractions,A,2012,Tonnes,Thousands,0.657
Canada,Silver,Extractions,A,2007,Tonnes,Thousands,0.829
Canada,Silver,Extractions,A,2006,Tonnes,Thousands,0.97
Canada,Silver,Extractions,A,2005,Tonnes,Thousands,1.063
Canada,Silver,Extractions,A,2004,Tonnes,Thousands,1.295
Canada,Silver,Extractions,A,2003,Tonnes,Thousands,1.282
Canada,Silver,Extractions,A,2008,Tonnes,Thousands,0.709
Canada,Silver,Extractions,A,2002,Tonnes,Thousands,1.352
Canada,Silver,Total reductions in stock,A,2012,Tonnes,Thousands,0.657
Canada,Silver,Opening stock,A,2012,Tonnes,Thousands,6.953
Canada,Silver,Opening stock,A,2015,Tonnes,Thousands,5.498
Canada,Silver,Total reductions in stock,A,2010,Tonnes,Thousands,0.57
Canada,Silver,Total reductions in stock,A,2016,Tonnes,Thousands,0.385
Canada,Silver,Total reductions in stock,A,2009,Tonnes,Thousands,0.608
Canada,Silver,Total reductions in stock,A,2007,Tonnes,Thousands,0.829
Canada,Silver,Total reductions in stock,A,2006,Tonnes,Thousands,0.97
Canada,Silver,Total reductions in stock,A,2005,Tonnes,Thousands,1.063
Canada,Silver,Total reductions in stock,A,2004,Tonnes,Thousands,1.295
Canada,Silver,Total reductions in stock,A,2003,Tonnes,Thousands,1.282
Canada,Silver,Total reductions in stock,A,2002,Tonnes,Thousands,1.352
Canada,Silver,Total reductions in stock,A,2008,Tonnes,Thousands,0.709
Canada,Silver,Total reductions in stock,A,2001,Tonnes,Thousands,1.265
Canada,Silver,Closing stock,A,2000,Tonnes,Thousands,13.919
Canada,Silver,Closing stock,A,2002,Tonnes,Thousands,11.23
Canada,Silver,Closing stock,A,2016,Tonnes,Thousands,3.626
Canada,Silver,Opening stock,A,2013,Tonnes,Thousands,5.598
Canada,Silver,Closing stock,A,2015,Tonnes,Thousands,5.345
Canada,Silver,Closing stock,A,2013,Tonnes,Thousands,5.013
Canada,Silver,Closing stock,A,2011,Tonnes,Thousands,6.953
Canada,Silver,Closing stock,A,2001,Tonnes,Thousands,12.593
Canada,Silver,Closing stock,A,2010,Tonnes,Thousands,6.48
Canada,Silver,Closing stock,A,2008,Tonnes,Thousands,5.665
Canada,Silver,Closing stock,A,2007,Tonnes,Thousands,6.588
Canada,Silver,Closing stock,A,2006,Tonnes,Thousands,6.873
Canada,Silver,Closing stock,A,2005,Tonnes,Thousands,6.684
Canada,Silver,Closing stock,A,2004,Tonnes,Thousands,6.568
Canada,Silver,Closing stock,A,2003,Tonnes,Thousands,9.245
Canada,Silver,Closing stock,A,2009,Tonnes,Thousands,6.254
Canada,Silver,Total reductions in stock,A,2000,Tonnes,Thousands,1.169
United States,Silver,Opening stock,A,2002,Tonnes,Thousands,30.0
Canada,Silver,Opening stock,A,2007,Tonnes,Thousands,6.873
Canada,Silver,Closing stock,A,2014,Tonnes,Thousands,5.498
Australia,Silver,Closing stock,AB,2015,Tonnes,Thousands,87.95
Canada,Silver,Closing stock,A,2012,Tonnes,Thousands,5.598
Australia,Silver,Closing stock,AB,2013,Tonnes,Thousands,85.2
United States,Silver,Opening stock,A,2018,Tonnes,Thousands,25.0
United States,Silver,Opening stock,A,2019,Tonnes,Thousands,25.0
United States,Silver,Extractions,A,2000,Tonnes,Thousands,1.86
United States,Silver,Extractions,A,2001,Tonnes,Thousands,1.74
United States,Silver,Extractions,A,2002,Tonnes,Thousands,1.42
United States,Silver,Extractions,A,2003,Tonnes,Thousands,1.24
United States,Silver,Extractions,A,2005,Tonnes,Thousands,1.23
United States,Silver,Discrepancies,A,2007,Tonnes,Thousands,1.26
United States,Silver,Closing stock,A,2017,Tonnes,Thousands,25.0
United States,Silver,Discrepancies,A,2005,Tonnes,Thousands,1.23
United States,Silver,Total reductions in stock,A,2016,Tonnes,Thousands,1.15
United States,Silver,Total reductions in stock,A,2015,Tonnes,Thousands,1.09
United States,Silver,Total reductions in stock,A,2014,Tonnes,Thousands,1.18
United States,Silver,Total reductions in stock,A,2013,Tonnes,Thousands,1.04
United States,Silver,Opening stock,A,2017,Tonnes,Thousands,25.0
United States,Silver,Total reductions in stock,A,2012,Tonnes,Thousands,1.06
United States,Silver,Total reductions in stock,A,2010,Tonnes,Thousands,1.27
United States,Silver,Total reductions in stock,A,2009,Tonnes,Thousands,1.25
United States,Silver,Total reductions in stock,A,2008,Tonnes,Thousands,1.23
United States,Silver,Total reductions in stock,A,2007,Tonnes,Thousands,1.26
United States,Silver,Total reductions in stock,A,2006,Tonnes,Thousands,1.14
United States,Silver,Extractions,A,2013,Tonnes,Thousands,1.04
United States,Silver,Total reductions in stock,A,2004,Tonnes,Thousands,1.25
United States,Silver,Total reductions in stock,A,2003,Tonnes,Thousands,1.24
United States,Silver,Total reductions in stock,A,2002,Tonnes,Thousands,1.42
United States,Silver,Total reductions in stock,A,2001,Tonnes,Thousands,1.74
United States,Silver,Total reductions in stock,A,2000,Tonnes,Thousands,1.86
United States,Silver,Extractions,A,2019,Tonnes,Thousands,0.98
United States,Silver,Extractions,A,2014,Tonnes,Thousands,1.18
United States,Silver,Extractions,A,2015,Tonnes,Thousands,1.09
United States,Silver,Total reductions in stock,A,2011,Tonnes,Thousands,1.12
United States,Silver,Extractions,A,2016,Tonnes,Thousands,1.15
United States,Silver,Opening stock,A,2016,Tonnes,Thousands,25.0
United States,Silver,Discrepancies,A,2008,Tonnes,Thousands,1.23
Australia,Silver,Closing stock,AB,2014,Tonnes,Thousands,86.05
United States,Silver,Extractions,A,2008,Tonnes,Thousands,1.23
United States,Silver,Discrepancies,A,2019,Tonnes,Thousands,0.98
United States,Silver,Extractions,A,2009,Tonnes,Thousands,1.25
United States,Silver,Extractions,A,2010,Tonnes,Thousands,1.27
United States,Silver,Extractions,A,2011,Tonnes,Thousands,1.12
United States,Silver,Extractions,A,2012,Tonnes,Thousands,1.06
Australia,Silver,Discrepancies,AB,2018,Tonnes,Thousands,2.05
United States,Silver,Discrepancies,A,2018,Tonnes,Thousands,0.934
United States,Silver,Discrepancies,A,2013,Tonnes,Thousands,1.04
United States,Silver,Discrepancies,A,2016,Tonnes,Thousands,1.15
United States,Silver,Discrepancies,A,2015,Tonnes,Thousands,1.09
United States,Silver,Discrepancies,A,2014,Tonnes,Thousands,1.18
United States,Silver,Discrepancies,A,2012,Tonnes,Thousands,1.06
United States,Silver,Opening stock,A,2014,Tonnes,Thousands,25.0
United States,Silver,Discrepancies,A,2011,Tonnes,Thousands,1.12
United States,Silver,Discrepancies,A,2009,Tonnes,Thousands,1.25
United States,Silver,Extractions,A,2007,Tonnes,Thousands,1.26
United States,Silver,Discrepancies,A,2017,Tonnes,Thousands,1.03
United States,Silver,Extractions,A,2006,Tonnes,Thousands,1.14
United States,Silver,Opening stock,A,2013,Tonnes,Thousands,25.0
United States,Silver,Extractions,A,2004,Tonnes,Thousands,1.25
United States,Silver,Opening stock,A,2005,Tonnes,Thousands,25.0
United States,Silver,Opening stock,A,2006,Tonnes,Thousands,25.0
United States,Silver,Opening stock,A,2007,Tonnes,Thousands,25.0
United States,Silver,Opening stock,A,2008,Tonnes,Thousands,25.0
United States,Silver,Opening stock,A,2009,Tonnes,Thousands,25.0
United States,Silver,Opening stock,A,2010,Tonnes,Thousands,25.0
United States,Silver,Opening stock,A,2011,Tonnes,Thousands,25.0
United States,Silver,Opening stock,A,2012,Tonnes,Thousands,25.0
United States,Silver,Discrepancies,A,2010,Tonnes,Thousands,1.27
United States,Silver,Extractions,A,2017,Tonnes,Thousands,1.03
United States,Silver,Opening stock,A,2015,Tonnes,Thousands,25.0
United States,Silver,Total reductions in stock,A,2017,Tonnes,Thousands,1.03
Australia,Silver,Discrepancies,AB,2013,Tonnes,Thousands,0.85
Australia,Silver,Discrepancies,AB,2014,Tonnes,Thousands,2.45
Australia,Silver,Discrepancies,AB,2015,Tonnes,Thousands,3.3
Australia,Silver,Discrepancies,AB,2016,Tonnes,Thousands,2.7
Australia,Silver,Discrepancies,AB,2017,Tonnes,Thousands,1.95
United States,Silver,Opening stock,A,2004,Tonnes,Thousands,25.0
Australia,Silver,Closing stock,AB,2003,Tonnes,Thousands,41.9
Australia,Silver,Closing stock,AB,2002,Tonnes,Thousands,41.2
Australia,Silver,Closing stock,AB,2001,Tonnes,Thousands,38.8
Australia,Silver,Closing stock,AB,2000,Tonnes,Thousands,34.25
Australia,Silver,Total reductions in stock,AB,2019,Tonnes,Thousands,0.9
Australia,Silver,Total reductions in stock,AB,2018,Tonnes,Thousands,0.95
Australia,Silver,Total reductions in stock,AB,2017,Tonnes,Thousands,1.05
Australia,Silver,Total reductions in stock,AB,2015,Tonnes,Thousands,1.4
Australia,Silver,Discrepancies,AB,2012,Tonnes,Thousands,2.85
Australia,Silver,Total reductions in stock,AB,2014,Tonnes,Thousands,1.6
Australia,Silver,Discrepancies,AB,2008,Tonnes,Thousands,10.75
Australia,Silver,Total reductions in stock,AB,2012,Tonnes,Thousands,1.8
Australia,Silver,Discrepancies,AB,2007,Tonnes,Thousands,7.4
Australia,Silver,Discrepancies,AB,2005,Tonnes,Thousands,3.35
Australia,Silver,Closing stock,AB,2004,Tonnes,Thousands,42.45
Australia,Silver,Closing stock,AB,2005,Tonnes,Thousands,43.75
Australia,Silver,Closing stock,AB,2006,Tonnes,Thousands,46.35
Australia,Silver,Closing stock,AB,2007,Tonnes,Thousands,51.85
Australia,Silver,Closing stock,AB,2008,Tonnes,Thousands,60.85
Australia,Silver,Closing stock,AB,2009,Tonnes,Thousands,69.85
Australia,Silver,Closing stock,AB,2010,Tonnes,Thousands,78.45
Australia,Silver,Closing stock,AB,2011,Tonnes,Thousands,85.1
United States,Silver,Extractions,A,2018,Tonnes,Thousands,0.934
Australia,Silver,Closing stock,AB,2012,Tonnes,Thousands,86.15
Australia,Silver,Total reductions in stock,AB,2013,Tonnes,Thousands,1.8
Australia,Silver,Discrepancies,AB,2011,Tonnes,Thousands,8.4
Australia,Silver,Total reductions in stock,AB,2016,Tonnes,Thousands,1.25
Australia,Silver,Discrepancies,AB,2010,Tonnes,Thousands,10.4
United States,Silver,Discrepancies,A,2006,Tonnes,Thousands,1.14
United States,Silver,Total reductions in stock,A,2018,Tonnes,Thousands,0.934
United States,Silver,Closing stock,A,2000,Tonnes,Thousands,33.0
United States,Silver,Discrepancies,A,2004,Tonnes,Thousands,1.25
United States,Silver,Discrepancies,A,2003,Tonnes,Thousands,1.24
United States,Silver,Discrepancies,A,2002,Tonnes,Thousands,-3.58
United States,Silver,Discrepancies,A,2001,Tonnes,Thousands,-1.26
United States,Silver,Discrepancies,A,2000,Tonnes,Thousands,1.86
United States,Silver,Closing stock,A,2019,Tonnes,Thousands,25.0
United States,Silver,Closing stock,A,2016,Tonnes,Thousands,25.0
United States,Silver,Closing stock,A,2015,Tonnes,Thousands,25.0
United States,Silver,Closing stock,A,2014,Tonnes,Thousands,25.0
United States,Silver,Closing stock,A,2013,Tonnes,Thousands,25.0
United States,Silver,Closing stock,A,2012,Tonnes,Thousands,25.0
United States,Silver,Closing stock,A,2011,Tonnes,Thousands,25.0
United States,Silver,Closing stock,A,2018,Tonnes,Thousands,25.0
United States,Silver,Closing stock,A,2001,Tonnes,Thousands,30.0
United States,Silver,Closing stock,A,2010,Tonnes,Thousands,25.0
Australia,Silver,Opening stock,AB,2007,Tonnes,Thousands,46.35
United States,Silver,Total reductions in stock,A,2005,Tonnes,Thousands,1.23
United States,Silver,Total reductions in stock,A,2019,Tonnes,Thousands,0.98
Australia,Silver,Discrepancies,AB,2009,Tonnes,Thousands,10.75
United States,Silver,Closing stock,A,2002,Tonnes,Thousands,25.0
United States,Silver,Closing stock,A,2003,Tonnes,Thousands,25.0
United States,Silver,Closing stock,A,2005,Tonnes,Thousands,25.0
United States,Silver,Closing stock,A,2006,Tonnes,Thousands,25.0
United States,Silver,Closing stock,A,2007,Tonnes,Thousands,25.0
United States,Silver,Closing stock,A,2008,Tonnes,Thousands,25.0
United States,Silver,Closing stock,A,2009,Tonnes,Thousands,25.0
United States,Silver,Closing stock,A,2004,Tonnes,Thousands,25.0
Australia,Silver,Opening stock,AB,2001,Tonnes,Thousands,34.25
Canada,Zinc,Total reductions in stock,A,2006,Tonnes,Millions,0.602
Canada,Zinc,Total reductions in stock,A,2007,Tonnes,Millions,0.594
Canada,Zinc,Closing stock,A,2000,Tonnes,Millions,8.896
Canada,Zinc,Total reductions in stock,A,2009,Tonnes,Millions,0.67
Canada,Zinc,Total reductions in stock,A,2004,Tonnes,Millions,0.734
Canada,Zinc,Total reductions in stock,A,2005,Tonnes,Millions,0.619
Canada,Zinc,Total reductions in stock,A,2010,Tonnes,Millions,0.61
Canada,Zinc,Total reductions in stock,A,2016,Tonnes,Millions,0.301
Canada,Zinc,Total reductions in stock,A,2012,Tonnes,Millions,0.602
Canada,Zinc,Total reductions in stock,A,2013,Tonnes,Millions,0.412
Canada,Zinc,Total reductions in stock,A,2014,Tonnes,Millions,0.323
Canada,Zinc,Total reductions in stock,A,2015,Tonnes,Millions,0.275
Canada,Zinc,Total reductions in stock,A,2003,Tonnes,Millions,0.757
Canada,Zinc,Total reductions in stock,A,2011,Tonnes,Millions,0.591
Australia,Zinc,Extractions,AB,2002,Tonnes,Millions,1.5
Australia,Zinc,Discrepancies,AB,2007,Tonnes,Millions,4.8
Australia,Zinc,Extractions,AB,2003,Tonnes,Millions,1.45
Canada,Zinc,Closing stock,A,2001,Tonnes,Millions,7.808
Australia,Zinc,Discrepancies,AB,2006,Tonnes,Millions,1.55
Australia,Zinc,Discrepancies,AB,2005,Tonnes,Millions,3.05
Australia,Zinc,Discrepancies,AB,2009,Tonnes,Millions,8.4
Australia,Zinc,Discrepancies,AB,2018,Tonnes,Millions,2.8
Australia,Zinc,Discrepancies,AB,2010,Tonnes,Millions,7.4
United States,Zinc,Opening stock,A,2001,Tonnes,Millions,25.0
Australia,Zinc,Discrepancies,AB,2011,Tonnes,Millions,4.1
Australia,Zinc,Discrepancies,AB,2013,Tonnes,Millions,-1.0
Australia,Zinc,Discrepancies,AB,2014,Tonnes,Millions,1.05
Australia,Zinc,Discrepancies,AB,2015,Tonnes,Millions,1.55
Australia,Zinc,Discrepancies,AB,2016,Tonnes,Millions,2.3
Australia,Zinc,Discrepancies,AB,2017,Tonnes,Millions,3.3
Australia,Zinc,Extractions,AB,2005,Tonnes,Millions,1.4
Australia,Zinc,Discrepancies,AB,2012,Tonnes,Millions,-0.7
Canada,Zinc,Closing stock,A,2002,Tonnes,Millions,6.871
Australia,Zinc,Opening stock,AB,2006,Tonnes,Millions,41.3
Canada,Zinc,Closing stock,A,2004,Tonnes,Millions,5.299
Canada,Zinc,Extractions,A,2011,Tonnes,Millions,0.591
Canada,Zinc,Extractions,A,2012,Tonnes,Millions,0.602
Canada,Zinc,Extractions,A,2013,Tonnes,Millions,0.412
Canada,Zinc,Extractions,A,2014,Tonnes,Millions,0.323
Canada,Zinc,Extractions,A,2015,Tonnes,Millions,0.275
Canada,Zinc,Closing stock,A,2006,Tonnes,Millions,6.055
Canada,Zinc,Extractions,A,2010,Tonnes,Millions,0.61
Canada,Zinc,Closing stock,A,2007,Tonnes,Millions,5.984
Australia,Zinc,Opening stock,AB,2012,Tonnes,Millions,67.3
Canada,Zinc,Discrepancies,A,2015,Tonnes,Millions,0.312
Canada,Zinc,Discrepancies,A,2016,Tonnes,Millions,-0.477
Australia,Zinc,Opening stock,AB,2007,Tonnes,Millions,41.4
Australia,Zinc,Opening stock,AB,2008,Tonnes,Millions,44.7
Australia,Zinc,Discrepancies,AB,2004,Tonnes,Millions,5.1
Canada,Zinc,Closing stock,A,2008,Tonnes,Millions,5.005
Canada,Zinc,Closing stock,A,2003,Tonnes,Millions,6.251
Canada,Zinc,Extractions,A,2009,Tonnes,Millions,0.67
Canada,Zinc,Extractions,A,2016,Tonnes,Millions,0.301
Canada,Zinc,Closing stock,A,2005,Tonnes,Millions,5.063
Canada,Zinc,Total reductions in stock,A,2002,Tonnes,Millions,0.924
Canada,Zinc,Total reductions in stock,A,2001,Tonnes,Millions,1.012
Canada,Zinc,Total reductions in stock,A,2000,Tonnes,Millions,0.936
Canada,Zinc,Extractions,A,2006,Tonnes,Millions,0.602
Canada,Zinc,Opening stock,A,2015,Tonnes,Millions,2.972
Canada,Zinc,Extractions,A,2008,Tonnes,Millions,0.705
Canada,Zinc,Opening stock,A,2016,Tonnes,Millions,3.009
Canada,Zinc,Extractions,A,2001,Tonnes,Millions,1.012
Canada,Zinc,Extractions,A,2002,Tonnes,Millions,0.924
Canada,Zinc,Extractions,A,2003,Tonnes,Millions,0.757
Canada,Zinc,Extractions,A,2004,Tonnes,Millions,0.734
Canada,Zinc,Extractions,A,2005,Tonnes,Millions,0.619
Canada,Zinc,Extractions,A,2007,Tonnes,Millions,0.594
Canada,Zinc,Extractions,A,2000,Tonnes,Millions,0.936
Australia,Zinc,Discrepancies,AB,2003,Tonnes,Millions,3.3
Australia,Zinc,Closing stock,AB,2001,Tonnes,Millions,34.15
Australia,Zinc,Discrepancies,AB,2001,Tonnes,Millions,2.35
Australia,Zinc,Closing stock,AB,2015,Tonnes,Millions,62.8
Australia,Zinc,Total reductions in stock,AB,2016,Tonnes,Millions,0.85
Australia,Zinc,Total reductions in stock,AB,2015,Tonnes,Millions,1.25
Australia,Zinc,Total reductions in stock,AB,2014,Tonnes,Millions,1.35
Australia,Zinc,Total reductions in stock,AB,2003,Tonnes,Millions,1.45
Australia,Zinc,Extractions,AB,2006,Tonnes,Millions,1.45
Australia,Zinc,Closing stock,AB,2014,Tonnes,Millions,62.5
Australia,Zinc,Extractions,AB,2007,Tonnes,Millions,1.5
Australia,Zinc,Extractions,AB,2009,Tonnes,Millions,1.4
Australia,Zinc,Extractions,AB,2010,Tonnes,Millions,1.5
Australia,Zinc,Total reductions in stock,AB,2000,Tonnes,Millions,1.4
Australia,Zinc,Total reductions in stock,AB,2001,Tonnes,Millions,1.5
Australia,Zinc,Total reductions in stock,AB,2002,Tonnes,Millions,1.5
Australia,Zinc,Total reductions in stock,AB,2004,Tonnes,Millions,1.4
Australia,Zinc,Extractions,AB,2008,Tonnes,Millions,1.4
Australia,Zinc,Total reductions in stock,AB,2013,Tonnes,Millions,1.3
Australia,Zinc,Closing stock,AB,2013,Tonnes,Millions,62.8
Australia,Zinc,Closing stock,AB,2011,Tonnes,Millions,67.3
Australia,Zinc,Total reductions in stock,AB,2017,Tonnes,Millions,0.85
Australia,Zinc,Total reductions in stock,AB,2018,Tonnes,Millions,1.1
Australia,Zinc,Total reductions in stock,AB,2019,Tonnes,Millions,1.3
Australia,Zinc,Closing stock,AB,2000,Tonnes,Millions,33.3
Australia,Zinc,Opening stock,AB,2009,Tonnes,Millions,51.8
Australia,Zinc,Closing stock,AB,2002,Tonnes,Millions,34.1
Australia,Zinc,Closing stock,AB,2012,Tonnes,Millions,65.1
Australia,Zinc,Closing stock,AB,2003,Tonnes,Millions,35.95
Australia,Zinc,Closing stock,AB,2005,Tonnes,Millions,41.3
Australia,Zinc,Closing stock,AB,2006,Tonnes,Millions,41.4
Australia,Zinc,Closing stock,AB,2007,Tonnes,Millions,44.7
Australia,Zinc,Closing stock,AB,2008,Tonnes,Millions,51.8
Australia,Zinc,Closing stock,AB,2009,Tonnes,Millions,58.8
Australia,Zinc,Closing stock,AB,2010,Tonnes,Millions,64.7
Australia,Zinc,Closing stock,AB,2004,Tonnes,Millions,39.65
Australia,Zinc,Discrepancies,AB,2002,Tonnes,Millions,1.45
Australia,Zinc,Total reductions in stock,AB,2005,Tonnes,Millions,1.4
Australia,Zinc,Total reductions in stock,AB,2007,Tonnes,Millions,1.5
Canada,Zinc,Opening stock,A,2014,Tonnes,Millions,3.532
Canada,Zinc,Opening stock,A,2002,Tonnes,Millions,7.808
Canada,Zinc,Opening stock,A,2001,Tonnes,Millions,8.896
Canada,Zinc,Opening stock,A,2000,Tonnes,Millions,10.21
Australia,Zinc,Opening stock,AB,2005,Tonnes,Millions,39.65
Australia,Zinc,Opening stock,AB,2004,Tonnes,Millions,35.95
Canada,Zinc,Opening stock,A,2003,Tonnes,Millions,6.871
